"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"S[105,9]",1.996,0.06,2,2,2,2,2,1.297,270
"S[106,9]",2,0,2,2,2,2,2,1,1
"S[107,9]",2,0,2,2,2,2,2,1,1
"S[108,9]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[109,9]",1.999,0.036,2,2,2,2,2,1.293,750
"S[110,9]",1.341,0.474,1,1,1,2,2,1.409,9
"S[111,9]",1,0,1,1,1,1,1,1,1
"S[112,9]",1.001,0.032,1,1,1,1,1,1.292,1000
"S[113,9]",2,0,2,2,2,2,2,1,1
"S[114,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[115,9]",2,0,2,2,2,2,2,1,1
"S[116,9]",1.056,0.23,1,1,1,1,2,1.366,20
"S[117,9]",1,0,1,1,1,1,1,1,1
"S[118,9]",1,0,1,1,1,1,1,1,1
"S[119,9]",2,0,2,2,2,2,2,1,1
"S[120,9]",2,0,2,2,2,2,2,1,1
"S[121,9]",1,0,1,1,1,1,1,1,1
"S[122,9]",1.571,0.495,1,1,2,2,2,1.643,6
"S[123,9]",1.02,0.141,1,1,1,1,1,1.221,85
"S[124,9]",1.998,0.048,2,2,2,2,2,1.294,430
"S[125,9]",1,0,1,1,1,1,1,1,1
"S[126,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[127,9]",2,0,2,2,2,2,2,1,1
"S[128,9]",1.601,0.49,1,1,2,2,2,3.387,4
"S[129,9]",1.999,0.032,2,2,2,2,2,1,3000
"S[130,9]",1,0,1,1,1,1,1,1,1
"S[131,9]",1,0,1,1,1,1,1,1,1
"S[132,9]",1.001,0.032,1,1,1,1,1,1.292,1000
"S[133,9]",2,0,2,2,2,2,2,1,1
"S[134,9]",2,0,2,2,2,2,2,1,1
"S[135,9]",2,0,2,2,2,2,2,1,1
"S[136,9]",1,0,1,1,1,1,1,1,1
"S[137,9]",1.019,0.135,1,1,1,1,1,1.153,150
"S[138,9]",2,0,2,2,2,2,2,1,1
"S[139,9]",2,0,2,2,2,2,2,1,1
"S[140,9]",1.94,0.238,1,2,2,2,2,1.021,400
"S[141,9]",2,0,2,2,2,2,2,1,1
"S[142,9]",1.993,0.085,2,2,2,2,2,1.18,290
"S[143,9]",2,0,2,2,2,2,2,1,1
"S[144,9]",2,0,2,2,2,2,2,1,1
"S[145,9]",1,0,1,1,1,1,1,1,1
"S[146,9]",1.975,0.155,2,2,2,2,2,1.077,240
"S[147,9]",1.892,0.311,1,2,2,2,2,1.062,80
"S[148,9]",1.874,0.332,1,2,2,2,2,1.616,8
"S[149,9]",1.09,0.286,1,1,1,1,2,1.506,11
"S[150,9]",1.008,0.091,1,1,1,1,1,1.259,150
"S[151,9]",1,0,1,1,1,1,1,1,1
"S[159,9]",1,0,1,1,1,1,1,1,1
"S[161,9]",2,0,2,2,2,2,2,1,1
"S[162,9]",1,0,1,1,1,1,1,1,1
"S[163,9]",2,0,2,2,2,2,2,1,1
"S[164,9]",1.994,0.075,2,2,2,2,2,1.111,670
"S[165,9]",1.053,0.224,1,1,1,1,2,1.274,29
"S[166,9]",1.914,0.28,1,2,2,2,2,1.013,480
"S[167,9]",2,0,2,2,2,2,2,1,1
"S[168,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[169,9]",1.294,0.456,1,1,1,2,2,1.573,7
"S[170,9]",2,0,2,2,2,2,2,1,1
"S[171,9]",2,0,2,2,2,2,2,1,1
"S[172,9]",1.969,0.172,1,2,2,2,2,1.278,44
"S[173,9]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[174,9]",1,0,1,1,1,1,1,1,1
"S[175,9]",1.973,0.163,1,2,2,2,2,1.006,3000
"S[176,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[177,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[178,9]",1.169,0.375,1,1,1,1,2,1.799,6
"S[179,9]",1,0,1,1,1,1,1,1,1
"S[180,9]",1,0,1,1,1,1,1,1,1
"S[181,9]",1,0,1,1,1,1,1,1,1
"S[182,9]",2,0,2,2,2,2,2,1,1
"S[183,9]",1,0,1,1,1,1,1,1,1
"S[185,9]",1.667,0.471,1,1,2,2,2,1,1
"S[186,9]",1.271,0.444,1,1,1,2,2,1.563,7
"S[187,9]",1,0,1,1,1,1,1,1,1
"S[188,9]",1,0,1,1,1,1,1,1,1
"S[189,9]",1.987,0.115,2,2,2,2,2,1.142,220
"S[190,9]",2,0,2,2,2,2,2,1,1
"S[191,9]",1.825,0.38,1,2,2,2,2,1.226,17
"S[192,9]",1,0,1,1,1,1,1,1,1
"S[193,9]",1.597,0.491,1,1,2,2,2,1.275,11
"S[195,9]",1.932,0.252,1,2,2,2,2,1.112,66
"S[196,9]",2,0,2,2,2,2,2,1,1
"S[197,9]",2,0,2,2,2,2,2,1,1
"S[198,9]",1,0,1,1,1,1,1,1,1
"S[199,9]",2,0,2,2,2,2,2,1,1
"S[200,9]",1,0,1,1,1,1,1,1,1
"S[201,9]",1.633,0.482,1,1,2,2,2,1.297,11
"S[202,9]",1.104,0.305,1,1,1,1,2,1.194,27
"S[203,9]",1.996,0.06,2,2,2,2,2,1.158,670
"S[204,9]",1,0,1,1,1,1,1,1,1
"S[205,9]",1.988,0.107,2,2,2,2,2,1.294,93
"S[206,9]",1.002,0.048,1,1,1,1,1,1.218,680
"S[207,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[208,9]",2,0,2,2,2,2,2,1,1
"S[209,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[210,9]",1.001,0.032,1,1,1,1,1,1.292,1000
"S[211,9]",2,0,2,2,2,2,2,1,1
"S[212,9]",2,0,2,2,2,2,2,1,1
"S[213,9]",2,0,2,2,2,2,2,1,1
"S[214,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[215,9]",1.993,0.083,2,2,2,2,2,1.105,580
"S[216,9]",1.999,0.036,2,2,2,2,2,1.293,750
"S[217,9]",1.001,0.026,1,1,1,1,1,1.105,3000
"S[219,9]",1,0,1,1,1,1,1,1,1
"S[220,9]",2,0,2,2,2,2,2,1,1
"S[221,9]",1,0,1,1,1,1,1,1,1
"S[222,9]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[223,9]",1.056,0.229,1,1,1,1,2,1.233,34
"S[224,9]",1,0,1,1,1,1,1,1,1
"S[225,9]",2,0,2,2,2,2,2,1,1
"S[226,9]",1,0,1,1,1,1,1,1,1
"S[227,9]",2,0,2,2,2,2,2,1,1
"S[228,9]",2,0,2,2,2,2,2,1,1
"S[229,9]",1,0,1,1,1,1,1,1,1
"S[230,9]",1,0,1,1,1,1,1,1,1
"S[231,9]",1.001,0.036,1,1,1,1,1,1.166,1700
"S[232,9]",1.684,0.465,1,1,2,2,2,4.067,3
"S[233,9]",1,0,1,1,1,1,1,1,1
"S[235,9]",2,0,2,2,2,2,2,1,1
"S[236,9]",1.003,0.058,1,1,1,1,1,1.296,300
"S[237,9]",1,0,1,1,1,1,1,1,1
"S[238,9]",1.287,0.453,1,1,1,2,2,1.011,220
"S[239,9]",2,0,2,2,2,2,2,1,1
"S[240,9]",1,0,1,1,1,1,1,1,1
"S[241,9]",1,0,1,1,1,1,1,1,1
"S[242,9]",1.868,0.338,1,2,2,2,2,1.61,8
"S[243,9]",1.961,0.194,1,2,2,2,2,1.072,170
"S[244,9]",2,0,2,2,2,2,2,1,1
"S[245,9]",1.267,0.442,1,1,1,2,2,1.005,510
"S[246,9]",1.983,0.131,2,2,2,2,2,1.25,83
"S[247,9]",2,0,2,2,2,2,2,1,1
"S[248,9]",1,0,1,1,1,1,1,1,1
"S[249,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[250,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[252,9]",1.046,0.209,1,1,1,1,2,1.165,60
"S[253,9]",2,0,2,2,2,2,2,1,1
"S[254,9]",1,0,1,1,1,1,1,1,1
"S[255,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[256,9]",1,0,1,1,1,1,1,1,1
"S[257,9]",1,0,1,1,1,1,1,1,1
"S[258,9]",1.697,0.459,1,1,2,2,2,1.59,7
"S[259,9]",1.001,0.026,1,1,1,1,1,1.105,3000
"S[260,9]",2,0,2,2,2,2,2,1,1
"S[261,9]",2,0,2,2,2,2,2,1,1
"S[262,9]",1.13,0.337,1,1,1,1,2,1.163,27
"S[263,9]",2,0,2,2,2,2,2,1,1
"S[264,9]",2,0,2,2,2,2,2,1,1
"S[265,9]",1,0,1,1,1,1,1,1,1
"S[266,9]",1.894,0.308,1,2,2,2,2,1.02,260
"S[267,9]",1,0,1,1,1,1,1,1,1
"S[268,9]",1.617,0.486,1,1,2,2,2,1.104,24
"S[269,9]",1.008,0.089,1,1,1,1,1,1.304,120
"S[271,9]",2,0,2,2,2,2,2,1,1
"S[272,9]",2,0,2,2,2,2,2,1,1
"S[273,9]",2,0,2,2,2,2,2,1,1
"S[274,9]",1.984,0.127,2,2,2,2,2,1.293,69
"S[275,9]",2,0,2,2,2,2,2,1,1
"S[276,9]",1,0,1,1,1,1,1,1,1
"S[277,9]",1.202,0.402,1,1,1,1,2,1.334,12
"S[278,9]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[279,9]",1,0,1,1,1,1,1,1,1
"S[280,9]",1,0,1,1,1,1,1,1,1
"S[281,9]",1.372,0.484,1,1,1,2,2,1.025,90
"S[282,9]",1,0,1,1,1,1,1,1,1
"S[283,9]",1.288,0.453,1,1,1,2,2,3.319,4
"S[284,9]",1,0,1,1,1,1,1,1,1
"S[285,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[286,9]",1.981,0.137,2,2,2,2,2,1.291,62
"S[287,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[288,9]",2,0,2,2,2,2,2,1,1
"S[289,9]",2,0,2,2,2,2,2,1,1
"S[290,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[291,9]",1.004,0.06,1,1,1,1,1,1.004,3000
"S[292,9]",1.98,0.141,2,2,2,2,2,1.132,160
"S[293,9]",1,0,1,1,1,1,1,1,1
"S[294,9]",1.996,0.06,2,2,2,2,2,1.297,270
"S[295,9]",2,0,2,2,2,2,2,1,1
"S[296,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[297,9]",1,0,1,1,1,1,1,1,1
"S[298,9]",1,0,1,1,1,1,1,1,1
"S[299,9]",1,0,1,1,1,1,1,1,1
"S[300,9]",2,0,2,2,2,2,2,1,1
"S[301,9]",1,0.018,1,1,1,1,1,1.291,3000
"S[302,9]",1.967,0.179,1,2,2,2,2,1.145,92
"S[303,9]",1.991,0.093,2,2,2,2,2,1.087,580
"S[305,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[314,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[315,9]",1.055,0.228,1,1,1,1,2,1.029,320
"S[318,9]",1.978,0.146,2,2,2,2,2,1.126,160
"S[319,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[320,9]",2,0,2,2,2,2,2,1,1
"S[321,9]",1.986,0.116,2,2,2,2,2,1.241,110
"S[322,9]",1.083,0.276,1,1,1,1,2,1.166,37
"S[323,9]",1.546,0.498,1,1,2,2,2,1.074,32
"S[324,9]",1,0,1,1,1,1,1,1,1
"S[325,9]",1.142,0.349,1,1,1,1,2,1.138,30
"S[326,9]",2,0,2,2,2,2,2,1,1
"S[327,9]",2,0,2,2,2,2,2,1,1
"S[328,9]",1.99,0.101,2,2,2,2,2,1.308,97
"S[329,9]",1,0,1,1,1,1,1,1,1
"S[330,9]",1.952,0.215,1,2,2,2,2,1.375,22
"S[331,9]",1,0,1,1,1,1,1,1,1
"S[332,9]",1,0.018,1,1,1,1,1,1.291,3000
"S[333,9]",1.006,0.075,1,1,1,1,1,1.001,3000
"S[334,9]",1.806,0.396,1,2,2,2,2,1.064,51
"S[335,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[336,9]",1.169,0.375,1,1,1,1,2,1.834,6
"S[337,9]",1.032,0.175,1,1,1,1,2,1.093,160
"S[338,9]",1,0,1,1,1,1,1,1,1
"S[339,9]",2,0,2,2,2,2,2,1,1
"S[340,9]",1,0,1,1,1,1,1,1,1
"S[342,9]",2,0,2,2,2,2,2,1,1
"S[343,9]",1,0,1,1,1,1,1,1,1
"S[344,9]",2,0,2,2,2,2,2,1,1
"S[345,9]",1.13,0.336,1,1,1,1,2,1.125,36
"S[346,9]",1.967,0.178,1,2,2,2,2,1.098,140
"S[347,9]",1.002,0.045,1,1,1,1,1,1.206,860
"S[348,9]",1.667,0.471,1,1,2,2,2,1,1
"S[349,9]",1,0,1,1,1,1,1,1,1
"S[351,9]",1.014,0.116,1,1,1,1,1,1.256,99
"S[352,9]",1.997,0.052,2,2,2,2,2,1.228,560
"S[353,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[354,9]",1.745,0.436,1,1,2,2,2,1.025,110
"S[355,9]",1.003,0.052,1,1,1,1,1,1.088,1800
"S[357,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[358,9]",1,0,1,1,1,1,1,1,1
"S[359,9]",1,0,1,1,1,1,1,1,1
"S[360,9]",2,0,2,2,2,2,2,1,1
"S[361,9]",1,0,1,1,1,1,1,1,1
"S[362,9]",1.793,0.405,1,2,2,2,2,1.059,55
"S[363,9]",1.11,0.313,1,1,1,1,2,1.364,14
"S[364,9]",1,0,1,1,1,1,1,1,1
"S[365,9]",1,0,1,1,1,1,1,1,1
"S[366,9]",2,0,2,2,2,2,2,1,1
"S[367,9]",1.001,0.026,1,1,1,1,1,1.105,3000
"S[368,9]",1,0,1,1,1,1,1,1,1
"S[369,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[370,9]",1.816,0.387,1,2,2,2,2,1.023,140
"S[371,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[372,9]",1,0,1,1,1,1,1,1,1
"S[373,9]",2,0,2,2,2,2,2,1,1
"S[374,9]",1,0,1,1,1,1,1,1,1
"S[375,9]",1,0,1,1,1,1,1,1,1
"S[376,9]",2,0,2,2,2,2,2,1,1
"S[377,9]",1.753,0.431,1,2,2,2,2,1.317,11
"S[378,9]",1.993,0.083,2,2,2,2,2,1.013,3000
"S[379,9]",2,0,2,2,2,2,2,1,1
"S[380,9]",2,0,2,2,2,2,2,1,1
"S[381,9]",2,0,2,2,2,2,2,1,1
"S[382,9]",1.121,0.326,1,1,1,1,2,1.207,23
"S[383,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[384,9]",1,0,1,1,1,1,1,1,1
"S[385,9]",2,0,2,2,2,2,2,1,1
"S[391,9]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[392,9]",2,0,2,2,2,2,2,1,1
"S[393,9]",1.636,0.481,1,1,2,2,2,1.035,66
"S[396,9]",1,0,1,1,1,1,1,1,1
"S[397,9]",1,0,1,1,1,1,1,1,1
"S[399,9]",1.009,0.093,1,1,1,1,1,1.305,120
"S[400,9]",1,0,1,1,1,1,1,1,1
"S[401,9]",2,0,2,2,2,2,2,1,1
"S[402,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[403,9]",1.095,0.293,1,1,1,1,2,1.032,170
"S[404,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[405,9]",1.974,0.16,1,2,2,2,2,1.103,170
"S[406,9]",2,0,2,2,2,2,2,1,1
"S[407,9]",2,0,2,2,2,2,2,1,1
"S[408,9]",1.027,0.161,1,1,1,1,2,1.288,47
"S[409,9]",1.998,0.048,2,2,2,2,2,1.111,1600
"S[410,9]",2,0,2,2,2,2,2,1,1
"S[411,9]",1,0,1,1,1,1,1,1,1
"S[413,9]",1.743,0.437,1,1,2,2,2,1.293,12
"S[414,9]",1,0,1,1,1,1,1,1,1
"S[415,9]",1.015,0.122,1,1,1,1,1,1.303,71
"S[416,9]",1.861,0.346,1,2,2,2,2,1.114,37
"S[417,9]",2,0,2,2,2,2,2,1,1
"S[419,9]",1.564,0.496,1,1,2,2,2,1.681,6
"S[420,9]",1.294,0.456,1,1,1,2,2,1.401,9
"S[421,9]",2,0,2,2,2,2,2,1,1
"S[422,9]",1.956,0.206,1,2,2,2,2,1.113,94
"S[423,9]",1.108,0.311,1,1,1,1,2,1.381,14
"S[424,9]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[425,9]",2,0,2,2,2,2,2,1,1
"S[426,9]",1.989,0.104,2,2,2,2,2,1.127,300
"S[427,9]",2,0,2,2,2,2,2,1,1
"S[428,9]",1,0,1,1,1,1,1,1,1
"S[429,9]",1.009,0.094,1,1,1,1,1,1.151,300
"S[430,9]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[431,9]",1.712,0.453,1,1,2,2,2,1.868,6
"S[432,9]",2,0,2,2,2,2,2,1,1
"S[433,9]",1.004,0.066,1,1,1,1,1,1.067,1600
"S[434,9]",1,0,1,1,1,1,1,1,1
"S[435,9]",2,0,2,2,2,2,2,1,1
"S[436,9]",2,0,2,2,2,2,2,1,1
"S[437,9]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[438,9]",2,0,2,2,2,2,2,1,1
"S[439,9]",2,0.018,2,2,2,2,2,1.291,3000
"S[5,10]",2,0,2,2,2,2,2,1,1
"S[6,10]",1,0,1,1,1,1,1,1,1
"S[7,10]",1.974,0.16,1,2,2,2,2,1.339,38
"S[8,10]",1,0,1,1,1,1,1,1,1
"S[9,10]",1,0,1,1,1,1,1,1,1
"S[10,10]",2,0,2,2,2,2,2,1,1
"S[11,10]",2,0,2,2,2,2,2,1,1
"S[12,10]",1.029,0.169,1,1,1,1,2,1.257,51
"S[13,10]",1.248,0.432,1,1,1,1,2,1.254,13
"S[14,10]",1.127,0.333,1,1,1,1,2,1.172,27
"S[15,10]",1.94,0.237,1,2,2,2,2,1.086,97
"S[16,10]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[17,10]",2,0,2,2,2,2,2,1,1
"S[18,10]",1.942,0.233,1,2,2,2,2,1.125,65
"S[19,10]",1.008,0.087,1,1,1,1,1,1.165,310
"S[20,10]",1,0,1,1,1,1,1,1,1
"S[21,10]",2,0,2,2,2,2,2,1,1
"S[22,10]",2,0,2,2,2,2,2,1,1
"S[23,10]",1,0,1,1,1,1,1,1,1
"S[24,10]",1.015,0.122,1,1,1,1,1,1.111,260
"S[26,10]",1.999,0.036,2,2,2,2,2,1.105,3000
"S[27,10]",1.862,0.345,1,2,2,2,2,1.068,63
"S[28,10]",1,0,1,1,1,1,1,1,1
"S[29,10]",1.98,0.14,2,2,2,2,2,1.143,150
"S[30,10]",1,0,1,1,1,1,1,1,1
"S[32,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[33,10]",1,0,1,1,1,1,1,1,1
"S[34,10]",2,0,2,2,2,2,2,1,1
"S[35,10]",1.002,0.045,1,1,1,1,1,1,3000
"S[36,10]",2,0,2,2,2,2,2,1,1
"S[38,10]",1.183,0.386,1,1,1,1,2,1.246,16
"S[39,10]",2,0,2,2,2,2,2,1,1
"S[40,10]",1.333,0.471,1,1,1,2,2,1,1
"S[43,10]",1.785,0.411,1,2,2,2,2,1.014,210
"S[44,10]",1,0,1,1,1,1,1,1,1
"S[45,10]",2,0,2,2,2,2,2,1,1
"S[46,10]",2,0,2,2,2,2,2,1,1
"S[47,10]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[48,10]",1.109,0.312,1,1,1,1,2,1.199,25
"S[49,10]",1.271,0.445,1,1,1,2,2,3.272,4
"S[50,10]",1,0,1,1,1,1,1,1,1
"S[51,10]",1,0,1,1,1,1,1,1,1
"S[52,10]",2,0,2,2,2,2,2,1,1
"S[53,10]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[54,10]",1,0,1,1,1,1,1,1,1
"S[55,10]",1.974,0.158,1,2,2,2,2,1.266,54
"S[56,10]",1,0,1,1,1,1,1,1,1
"S[57,10]",1,0,1,1,1,1,1,1,1
"S[58,10]",2,0,2,2,2,2,2,1,1
"S[59,10]",2,0,2,2,2,2,2,1,1
"S[60,10]",2,0,2,2,2,2,2,1,1
"S[61,10]",1.307,0.461,1,1,1,2,2,2.018,5
"S[62,10]",1.999,0.036,2,2,2,2,2,1.166,1700
"S[64,10]",1.754,0.431,1,2,2,2,2,1.131,24
"S[65,10]",1.849,0.358,1,2,2,2,2,1.433,11
"S[66,10]",1,0,1,1,1,1,1,1,1
"S[67,10]",1,0,1,1,1,1,1,1,1
"S[68,10]",1.967,0.178,1,2,2,2,2,1.06,240
"S[70,10]",2,0,2,2,2,2,2,1,1
"S[71,10]",2,0,2,2,2,2,2,1,1
"S[72,10]",1,0,1,1,1,1,1,1,1
"S[73,10]",1.859,0.348,1,2,2,2,2,1.044,94
"S[74,10]",1.07,0.256,1,1,1,1,2,1.115,61
"S[75,10]",1.998,0.045,2,2,2,2,2,1.106,2000
"S[77,10]",1.991,0.093,2,2,2,2,2,1.305,120
"S[79,10]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[80,10]",1.473,0.499,1,1,1,2,2,1.2,14
"S[81,10]",1.986,0.116,2,2,2,2,2,1.1,320
"S[82,10]",1,0,1,1,1,1,1,1,1
"S[83,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[84,10]",1.004,0.06,1,1,1,1,1,1.06,2100
"S[85,10]",2,0,2,2,2,2,2,1,1
"S[86,10]",2,0,2,2,2,2,2,1,1
"S[87,10]",1.971,0.167,1,2,2,2,2,1.343,35
"S[88,10]",2,0,2,2,2,2,2,1,1
"S[89,10]",1,0,1,1,1,1,1,1,1
"S[90,10]",1,0,1,1,1,1,1,1,1
"S[91,10]",1,0,1,1,1,1,1,1,1
"S[92,10]",1.988,0.107,2,2,2,2,2,1.227,130
"S[93,10]",1,0,1,1,1,1,1,1,1
"S[94,10]",1,0,1,1,1,1,1,1,1
"S[95,10]",1.953,0.212,1,2,2,2,2,1.144,68
"S[96,10]",1.001,0.036,1,1,1,1,1,1.293,750
"S[97,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[98,10]",1.177,0.381,1,1,1,1,2,1.464,9
"S[99,10]",1.992,0.087,2,2,2,2,2,1.23,200
"S[100,10]",1,0,1,1,1,1,1,1,1
"S[101,10]",1,0,1,1,1,1,1,1,1
"S[103,10]",1.183,0.387,1,1,1,1,2,1.194,19
"S[104,10]",2,0,2,2,2,2,2,1,1
"S[106,10]",2,0,2,2,2,2,2,1,1
"S[107,10]",2,0,2,2,2,2,2,1,1
"S[108,10]",1,0,1,1,1,1,1,1,1
"S[109,10]",2,0,2,2,2,2,2,1,1
"S[110,10]",1.667,0.471,1,1,2,2,2,1,1
"S[111,10]",1,0,1,1,1,1,1,1,1
"S[112,10]",1,0,1,1,1,1,1,1,1
"S[113,10]",1.997,0.052,2,2,2,2,2,1.295,370
"S[114,10]",1.982,0.133,2,2,2,2,2,1.263,74
"S[115,10]",2,0,2,2,2,2,2,1,1
"S[116,10]",1.003,0.052,1,1,1,1,1,1.228,560
"S[117,10]",1,0,1,1,1,1,1,1,1
"S[118,10]",1,0,1,1,1,1,1,1,1
"S[119,10]",2,0,2,2,2,2,2,1,1
"S[120,10]",2,0,2,2,2,2,2,1,1
"S[121,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[122,10]",1.558,0.497,1,1,2,2,2,1.646,6
"S[123,10]",1.02,0.14,1,1,1,1,1,1.175,110
"S[124,10]",2,0,2,2,2,2,2,1,1
"S[125,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[126,10]",2,0,2,2,2,2,2,1,1
"S[127,10]",2,0,2,2,2,2,2,1,1
"S[128,10]",1.598,0.49,1,1,2,2,2,3.289,4
"S[129,10]",1.983,0.131,2,2,2,2,2,1.013,2100
"S[130,10]",1,0,1,1,1,1,1,1,1
"S[131,10]",1,0,1,1,1,1,1,1,1
"S[132,10]",1,0,1,1,1,1,1,1,1
"S[133,10]",1.985,0.122,2,2,2,2,2,1.076,400
"S[134,10]",2,0,2,2,2,2,2,1,1
"S[135,10]",2,0,2,2,2,2,2,1,1
"S[136,10]",1,0,1,1,1,1,1,1,1
"S[137,10]",1,0,1,1,1,1,1,1,1
"S[138,10]",2,0,2,2,2,2,2,1,1
"S[139,10]",2,0,2,2,2,2,2,1,1
"S[140,10]",1.83,0.376,1,2,2,2,2,1.012,290
"S[141,10]",2,0,2,2,2,2,2,1,1
"S[142,10]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[143,10]",2,0,2,2,2,2,2,1,1
"S[144,10]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[146,10]",1.607,0.488,1,1,2,2,2,1.137,19
"S[147,10]",1.829,0.376,1,2,2,2,2,1.011,310
"S[149,10]",1.011,0.103,1,1,1,1,1,1.309,94
"S[150,10]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[151,10]",1,0,1,1,1,1,1,1,1
"S[159,10]",1,0,1,1,1,1,1,1,1
"S[163,10]",2,0,2,2,2,2,2,1,1
"S[164,10]",2,0,2,2,2,2,2,1,1
"S[165,10]",1.201,0.401,1,1,1,1,2,1.214,17
"S[166,10]",1.967,0.179,1,2,2,2,2,1.19,67
"S[167,10]",2,0,2,2,2,2,2,1,1
"S[168,10]",2,0,2,2,2,2,2,1,1
"S[169,10]",1.105,0.307,1,1,1,1,2,1.404,13
"S[170,10]",2,0,2,2,2,2,2,1,1
"S[171,10]",2,0,2,2,2,2,2,1,1
"S[172,10]",1.947,0.223,1,2,2,2,2,1.202,42
"S[173,10]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[174,10]",1,0,1,1,1,1,1,1,1
"S[175,10]",1.94,0.238,1,2,2,2,2,1.034,250
"S[176,10]",2,0,2,2,2,2,2,1,1
"S[177,10]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[178,10]",1.139,0.346,1,1,1,1,2,1.655,8
"S[179,10]",1.202,0.402,1,1,1,1,2,1.017,180
"S[181,10]",1,0,1,1,1,1,1,1,1
"S[182,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[185,10]",1.333,0.471,1,1,1,2,2,1,1
"S[186,10]",1.363,0.481,1,1,1,2,2,1.5,8
"S[187,10]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[188,10]",1,0,1,1,1,1,1,1,1
"S[189,10]",1.658,0.475,1,1,2,2,2,1.629,7
"S[190,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[191,10]",1.919,0.273,1,2,2,2,2,1.133,46
"S[192,10]",1,0,1,1,1,1,1,1,1
"S[196,10]",2,0,2,2,2,2,2,1,1
"S[197,10]",2,0,2,2,2,2,2,1,1
"S[198,10]",1,0,1,1,1,1,1,1,1
"S[199,10]",2,0,2,2,2,2,2,1,1
"S[200,10]",1,0,1,1,1,1,1,1,1
"S[201,10]",1.989,0.104,2,2,2,2,2,1.114,340
"S[202,10]",1.998,0.048,2,2,2,2,2,1.294,430
"S[203,10]",1.997,0.052,2,2,2,2,2,1.03,3000
"S[204,10]",1,0,1,1,1,1,1,1,1
"S[205,10]",1.992,0.091,2,2,2,2,2,1.282,140
"S[206,10]",1.001,0.026,1,1,1,1,1,1.291,1500
"S[207,10]",2,0,2,2,2,2,2,1,1
"S[208,10]",1.998,0.048,2,2,2,2,2,1.064,3000
"S[209,10]",2,0,2,2,2,2,2,1,1
"S[210,10]",1,0,1,1,1,1,1,1,1
"S[211,10]",2,0,2,2,2,2,2,1,1
"S[212,10]",2,0,2,2,2,2,2,1,1
"S[213,10]",2,0,2,2,2,2,2,1,1
"S[214,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[215,10]",1.984,0.125,2,2,2,2,2,1.083,340
"S[216,10]",2,0,2,2,2,2,2,1,1
"S[217,10]",1,0,1,1,1,1,1,1,1
"S[219,10]",1,0,1,1,1,1,1,1,1
